264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,266,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,264,264,264,266,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,266,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,266,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,266,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,154,155,155,155,155,156,264,264,264,264,264,264,264,264,264,266,264
   264,264,264,264,264,264,264,264,264,266,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,266,264,264,264,264,154,177,242,177,243,177,177,156,264,264,264,264,264,264,264,264,264,264
   264,264,266,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,176,177,177,177,177,242,177,177,155,155,155,156,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,176,243,177,177,243,177,243,177,177,243,177,178,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,762,763,763,763,763,763,764,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,176,177,242,177,177,242,177,177,242,243,177,178,264,264,264,264,264,264
   264,264,264,264,264,264,264,762,824,661,791,791,661,791,823,764,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,198,199,199,199,199,199,199,199,199,199,199,200,264,264,264,264,264,264
   264,264,264,264,264,264,264,790,791,791,717,791,791,791,791,823,763,763,763,764,264,264,264,264,264,266,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,762,824,791,689,661,661,791,791,791,791,791,791,791,792,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,266,264,264,264
   264,264,266,264,264,264,790,791,791,791,791,661,791,791,791,791,791,717,791,792,264,264,264,264,264,264,266,264,264,268,264,264,264,264,264,264,264,264,264,264,264,264,267,264,264,264,264,264,264,264
   264,264,264,264,264,264,790,791,791,661,791,717,633,791,791,791,791,633,791,823,764,264,264,267,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,790,791,791,791,791,791,791,633,633,791,791,689,661,791,823,764,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,266,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,266,264,264,818,819,819,819,819,796,791,791,791,661,791,791,791,791,791,792,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
   264,264,264,264,264,264,264,264,264,264,264,818,819,819,819,819,819,819,819,819,819,820,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
